Referencia;Cant. disponible;Notas ítem;Bodega;LINEA DE NEGOCIO;CLASIFICACION;MARCA;
iDS-7208HUHI-M1/S;0.00;DVR 8CH TURBO 8MP 1BAHIA/10TB H.265+  ANALITICAS 30FPS HDMI/VGA METAL;104;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
iDS-7216HQHI-M1/S;0.00;DVR 16CH TURBO 4MP LITE 1BAHIA/10TB H.265+  ANALITICAS 30FPS HDMI/VGA METAL  2ND GEN ACUSENSE HIKVISION;104;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
IPC-A46ZN-5G-IMOU;0.00;CAMARA RANGER PRO Z 4MP@20FPS ZOOM 3X IR 10M_x000D_ SMART TRACKING AUDIO SLOT MICRO SD WIFI;104;02 - CCTV;0205 - CONSUMER                                ;0010 - DAHUA                                   ;
IPC-C22EN-D-IMOU;0.00;CAMARA IP 2MP@15FPS LENTE 2,8MM FOV 115° WIFI H.264 AUDIO BIDIRECCIO. IR 10M MICROSD HASTA 256GB;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPC-C26EN-IMOU;1.00;CAMARA IP LOOC 2MP@30FPS LENTE 2,8MM FOV 111°_x000D_ DISUASION ACTIVA PIR FLASH SIRENA 110DB IP65 WIFI;104;02 - CCTV;0205 - CONSUMER                                ;0010 - DAHUA                                   ;
IPC-D1B40N-0280B;1.00;DOMO IP PLASTICA  12 SMART IR, 20M B4MP,1/3”CMOS, LENTE 2.8MM, H.265+/H.265/H.264+/H.264 ONVIF, DWDR,20FPS@4M, 25/30FPS@3M;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPC-D2B20N-ZS;1.00;DOMO IP PLASTICO, 2MP,1/2.7”CMOS, MOTORIZADO 2.7 A 12MM,25/30FPS@2M 1080P,2 SMART IR 30M;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPC-D2B40N-0280B;4.00;DOMO IP   ANTIVANDALICO, 4MP,1/3”CMOS, 2.8 A 12MM,25/30FPS@2M 1080P,2 SMART IR 30M,;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPC-D2B40N-ZS;2.00;DOMO IP  PLÁSTICO, 2.8-12MM, 4MP,1/3”CMOS, MOTORIZADO 2.7 A 12MM,25/30FPS@2M 1080P,2 SMART IR 30M;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPC-F22N-D-0280B-IMOU;0.00;CAMARA IP TIPO BALA 2MP LENTE 2,8MM IR 30M SLOT MICRO SD HASTA 256GB WIFI 2.4GHZ IP67;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPCHD1000SBMPF36;456.00;"BALA PLASTICA / METALICA HDCVI 4EN1,1MP 720P, 1/4"" CMOS3.6MM, 18 IR LEDS 30M, SMART IR, 0.05LUX, IP67";104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0016 - IPC SECURITY                            ;
IPCHD1100RBMVF;564.00;"BALA METALICA 4EN1, 1MP (720P), CMOS 1/3"", LENTE VARIFOCAL DE 2.7 A 12MM, 24 LED""S SMART IR 30M, 0.05LUX, MENÚ OSD, METALICO, IP67, 12VD-1A";104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0016 - IPC SECURITY                            ;
IPCHD1100RBMVFIRE6;3.00;"BALA METALICA 4EN1, 1MP (720P), CMOS 1/3"", LENTE VARIFOCAL DE 2.7 A 12MM, 4 LED""S SMART IR 60M, 0.05LUX, MENÚ OSD, METALICO, IP67, 12VD-1A";104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0016 - IPC SECURITY                            ;
IPCHD1100RDMVF;171.00;"DOMO METALICO 4 EN 1, 1MP (720P), CMOS 1/3"", LENTE VARIFOCAL DE 2.7 A 12MM, 24 LED""S SMART IR 30M, 0.05LUX, MENÚ OSD, METALICO, IP67, 12VD-1A";104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0016 - IPC SECURITY                            ;
IPCHD1200SBMPF36;1.00;"BALA METALICA HDCVI 4EN1, 2MP 1080P, 1/2.7""CMOS3.6MM, 18 IR LEDS 30M, SMART IR, 0.02LUX,IP67";104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0016 - IPC SECURITY                            ;
IPCIP2320RDMVFZ;4.00;DOMO IP METÁLICA 3MP,1/3”CMOS,2.7MM~12MM MOTORIZADO 20FPS@3M, 2 SMART IR 60M, 0.1LUX, IP67,POE;104;02 - CCTV;0203 - CAMARAS IP                              ;0016 - IPC SECURITY                            ;
IPCKITIP4104W2BMF36;14.00;KIT NVR WI-FI:1 NVR 4 CH IP 720 P, 1 VGA/1 HDMI, 2 USB,1 SATA HASTA 6TB, 2 CÁMARAS BALA 3MP WI-FI;104;02 - CCTV;0205 - CONSUMER                                ;0016 - IPC SECURITY                            ;
IPCKITIP4104W2DAVF36;14.00;KIT NVR WI-FI:1 NVR 4 CH IP 720 P, 1 VGA/1 HDMI, 2 USB,1 SATA HASTA 6TB, 2 CÁMARAS DOMO 3MP WI-FI;104;02 - CCTV;0205 - CONSUMER                                ;0016 - IPC SECURITY                            ;
IPCNVR2208S2;2.00;NVR 8CH, 80MBPS 2 USB2.0, PTZ CÁMARA, HDMI/VGA, AUDIO 1 IN&OUT,ONVIF 2.4, 2 HDD SATA 6TB;104;02 - CCTV;0208 - GRABADORES IP                           ;0016 - IPC SECURITY                            ;
IPC-T1B40N-0360B;2.00;DOMO IP METÁLICA PLÁSTICO, 4MP,1/3”CMOS,LENTE 3.6MM,ONVIF, 20FPS@4M & 25/30FPS@3MP,1 SMART IR 30M;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPC-T2B20N-L-ZS;3.00;DOMO IP METÁL+PLASTIC IR 2MP,1/2,7”CMOS,2.8MM~12MM LENTE VARIFOCAL MOTORIZADO,20FPS@2MP SMART IR 40M;104;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
IPCXVR7104HS1;4.00;XVR 4CH 5EN1, 30FPS POR 4CH@720P/1080P, AUDIO 1 IN/ 1 OUT , 2 USB (2.0), RS485, SOPORTA 1 SATA 6TB(DETC. ROSTRO Y VIDEO INTELIGENTE );104;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0016 - IPC SECURITY                            ;
IPCXVR7108HS1;0.00;XVR 8CH 5EN1, 30FPS POR 8CH@720P/1080P, AUDIO 1 IN/ 1 OUT , 2 USB (2.0), RS485, SOPORTA 1 SATA 6TB(DETC. ROSTRO Y VIDEO INTELIGENTE );104;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0016 - IPC SECURITY                            ;
IPCXVR7208AS2;9.00;XVR 8CH 5EN1, 30FPS POR 8CH@720P/1080P, AUDIO 4 IN/ 1 OUT7ALARMA8IN/1OUT , 2 USB (2.0), RS485, SOPORTA 1 SATA 6TB(DETC. ROSTRO Y VIDEO INTELIGENTE );104;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0016 - IPC SECURITY                            ;
IPCXVR7216AS2;5.00;XVR 16CH 5EN1, 30FPS POR 16CH@720P/1080P, AUDIO 4 IN/ 1 OUT7ALARMA16IN/1OUT , 2 USB (2.0), RS485, SOPORTA 2 SATA 8TB(DETC. ROSTRO Y VIDEO INTELIGENTE );104;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0016 - IPC SECURITY                            ;
JH019A;2.00;SWITCH HP 24 PUERTOS  10/100/1000 12 DE 24 PUERTOS. PRESUPUESTO TOTAL DE POE 124W. CON POE+, UN PUERTO PUEDE REENVIAR HASTA 30W DE ALIMENTACIÓN POE.;104;05 - TRANSMISION;0504 - TRANSMISION                             ;0027 - HP                                      ;
NVR1B04HS;2.00;NVR4CH,720P,H.264+,80MBPS,HDMI/VGA,AUDIO1IN/1 OUT,2 USB2.0,1 RJ45 100MBPS,1HDD 6TB;104;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
NVR2B16;10.00;NVR16CH,8MP,H.265+/H.265,80MBPS,HDMI/VGA,AUDIO1IN/1 OUT,2 USB2.0,1 RJ45 100MBPS,1HDD 6TB;104;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
PFM810;20.00;TRANSCEIVER 1 CH CON CORRIENTE, 24-36V IN/12V OUT, 9W, 4MP HCVI, ANTI -INTERFERENCIAS.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
PFM820;2.00;SWITCH. FORMATO: HDCVI/AHD/HDTVI/CVBS. NO INCLUYE AAA BATTERY*2.;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
ST10000NM0016;0.00;SEAGATE ENTERPRISE CAPACITY 3.5 HDD 10TB;104;02 - CCTV;0210 - STORAGE                                 ;0010 - DAHUA                                   ;
THC-B120-MC;11.00;CAMARA TURBO 1080P EXT BALA 0.02LUX F2.8 EXIR IR20M IP66 METALICA HILOOK;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
THC-B320-VF;0.00;CAMARA TURBO 1080P EXT BALA VARIFOCAL D/NF2.8-12 EXIR IR40M IP66 SEMIMETAL HILOOK;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
THC-T140-M;3.00;CAMARA TURBO 4MP EXT MINI TURRET D/NF2.8 EXIR IR20M IP67 METAL;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
THC-T140-P;3.00;CAMARA TURBO 4MP INT MINI TURRET D/NF2.8 EXIR IR20M PLASTICA HILOOK;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
THC-T150-P;0.00;Turret TurboHD 5 Megapíxeles / 85° de Visión / Lente 2.8 mm / Interior / IR EXIR 20 mts / TVI-AHD-CVI-CVBS;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
UTP5EAL;0.00;Cable UTP Cat5e, Aleación, conductor 0.5mm, rollo 305mt;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0004 - LYNX                                    ;
UTP5EAL-100;0.00;Cable UTP Cat5e, Aleación, conductor 0.5mm, rollo 100mt;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0004 - LYNX                                    ;
UTP5EAL-100EXT;2.00;Cable UTP Cat5e Ext, Aleación, conductor 0.5mm, rollo 100mt;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0004 - LYNX                                    ;
UTP5EAL-EXT;0.00;CABLE UTP CAT5E EXT, ALEACIÓN, CONDUCTOR 0.5MM, ROLLO 305M;104;02 - CCTV;0204 - CCTV MOVIL                              ;0004 - LYNX                                    ;
THC-B120-PS;0.00;CAMARA TURBO 1080  MINI BALA 0.02 LUX EXIR IR20M IP66  MICROFONO PLASTICA;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
THC-B140-P;1.00;CAMARA TURBO 4MP INT MINI BALA D/NF2.8 EXIR IR20m PLASTICA;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DS-PDP18-EG2;0.00;DETECTOR DE MOVIMIENTO PIR, 18 MTS, 90°,INMUNIDAD A MASCOTAS 10KG, NC, 9-16 VDC;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0002 - HIKVISION                               ;
DS-2CE10DF0T-PF(2.8mm);0.00;CAMARA TURBO 1080P BALA  2,8MM 0.0001 LUX COLOR VU  LUZ BLANCA 20M DWDR IP67;104;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
MS31;8.00;CONTACTO MAGNETICO PARA PUERTAS DE MADERA. APERTURA MAX 19MM.;200;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0001 - GENERICO                                ;
MS38;5.00;CONTACTO MAGNETICO PARA VENTANAS NORMALMENTE CERRADO COLOR BLANCO;200;01 - DETECCION ROBO;0103 - DETECTORES                              ;0001 - GENERICO                                ;
SS030;7.00;SIRENA 30W CONICA DE DOS TONOS;200;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DS-PWA96-KIT-WB;0.00;KIT Panel de Alarma inalámbrico de Hikvision, soporta 96 zonas;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0002 - HIKVISION                               ;
DS-2CD1623G0-IZ;0.00;CÁMARA BULLET DE TECNOLOGÍA IP Y RESOLUCIÓN 2_x000D_ MEGAPÍXELES (1920X1080 A 25IPS). ÓPTICA VARIFOCAL_x000D_ 2.8-12 MM MOTORIZADO.;104;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
PFA150;0.00;SOPORTE DE MONTAJE EN POSTE, COMPATIBLE CON LOS ADAPTADORES: PFA138, PFA132-E, PFA730,  PFA120, PFB301C, PFA162, CON LOS BRAZOS: PFB300C, PFB305W, PFB303W, PFB302S, PFB300S, PFB310W, PFB600W,PFB601W, PFB604W, PFB730W Y CON LA CAJA: PFA140;104;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
10MF1000;1.00;UPS INTERACTIVA 1000VA 480W 3 SALIDAS 120V REGULADAS Y CON RESPALDO POR BATERIA 1 BYPASS US PLUG;200;06 - ACCESORIOS;0604 - UPS                                     ;0001 - GENERICO                                ;
WD63PURZ;3.00;DISCO DURO 6TB SATA3 64MB INTELLIPOWER;200;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0001 - GENERICO                                ;
ARD311-SW-IMOU;2.00;CONTACTO MAGNETICO INALAMBRICO RANGO DE_x000D_MOVIMIENTO DE 25~45MM TRANSMISION HASTA 200M;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0010 - DAHUA                                   ;
DCT2;9.00;MINI CONTACTO MAGNETICO DE PUERTA INALAMBRICA_x000D_ 433MHZ;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
DCTXP2;0.00;CONTACTO DE PUERTA INALAMBRICA DE 2 ZONAS;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
DG457;1.00;DETECTOR DIGITAL DE ROTURA DE VIDRIOS DIRECCIONABLE;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
DG65;0.00;DETECTOR DE MOVIMIENTO TIPO QUAD;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
DHI-ART-ARC3000H-03-W2;0.00;KIT PANEL DE ALARMA WIFI 1P RJ45 LLAVERO, SENSOR PIR Y SENSOR PUERTA/VENTANA INALAMBRICOS;104;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0010 - DAHUA                                   ;
DISCCELL4ULTRA;1.00;DISCADOR GSM CON TECLADO MARCA HASTA 4_x000D_ NÚMEROS PERMITE ACTIVACIÓN DE 1 PGM VIA SMS Y_x000D_ LLAMADA;104;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0001 - GENERICO                                ;
DS-PDEB1-EG2-WB;1.00;BOTÓN DE PÁNICO INALÁMBRICO PARA PANEL DE ALARMA HIKVISION (AX PRO) 433 MHZ DISTANCIA 800M;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0002 - HIKVISION                               ;
DS-PDMC-EG2-WB;0.00;CONTACTO MAGNÉTICO INALÁMBRICO + 2 ZONAS PARA AGREGAR SENSORES CABLEADOS 433 MHZ;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0002 - HIKVISION                               ;
DS-PS1-R;0.00;SIRENA ESTROBO CABLEADA;104;05 - TRANSMISION;0101 - ALARMA COMUNITARIA                      ;0002 - HIKVISION                               ;
DS-PWA48-KIT-WB;0.00;KITI INALAMBRICO AXIOM PRO 48Z;104;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0002 - HIKVISION                               ;
GABINETEPEQ;0.00;GABINETE METALICO PARA ALARMA DIMENSIONES: 8X10X3;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
HS1DS-EF;0.00;CONTACTO MAGNÉTICO INALÁMBRICO CON PROTOCOLO ZIGBEE3.0, INCLUYE BATERÍA;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0014 - HEIMAN                                  ;
HS1EB-EF;4.00;BOTÓN DE PÁNICO INALÁMBRICO TIPO LLAVERO CON PROTOCOLO ZIGBEE3.0, INCLUYE BATERÍA;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0014 - HEIMAN                                  ;
HS1MS-EF;15.00;DETECTOR DE MOVIMIENTO TIPO PIR INFRARROJO INALÁMBRICO CON PROTOCOLO ZIGBEE3.0, INCLUYE BATERÍA.;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0014 - HEIMAN                                  ;
HS1RC-EF;19.00;CONTROL REMOTO 4 FUNCIONES TIPO LLAVERO CON PROTOCOLO ZIGBEE 3.0, INCLUYE BATERÍA;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0014 - HEIMAN                                  ;
HS1SA-EF;9.00;DETECTOR DE HUMO FOTOELÉCTRICO INALÁMBRICO CON PROTOCOLO ZIGBEE3.0, INCLUYE BATERÍA;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0014 - HEIMAN                                  ;
HS1VB-EF;9.00;DETECTOR DE VIBRACIÓN INALÁMBRICO CON PROTOCOLO ZIGBEE 3.0, INCLUYE BATERÍA;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0014 - HEIMAN                                  ;
HS1WL-EF;3.00;DETECTOR DE INUNDACIONES INALÁMBRICO CON PROTOCOLO ZIGBEE3.0, INCLUYE BATERÍA;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0014 - HEIMAN                                  ;
HS2WD-EF;13.00;SIRENA INALÁMBRICA CON LUZ FLASH Y REPETIDOR DE SEÑAL CON PROTOCOLO ZIGBEE3.0, INCLUYE BATERÍA;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0014 - HEIMAN                                  ;
K32-J9B;0.00;TECLADO LED 32 ZONAS;104;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
K32LCD;0.00;TECLADO 32 CARACTERES LCD VISUALIZACION DE ZONA EN TIEMPO REAL 1 ENTRADA DE ZONA COMPATIBLE SP/MG;104;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
K641;0.00;TECLADO LCD DE 32 CARACTERES PARA CENTRALES_x000D_ EVO;104;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
MG5050B6A;2.00;PANEL 5 X 2 ZONA CABLEADAS HASTA 32 ZONAS_x000D_INALAMBRICAS;104;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
NV5W3C;0.00;DETECTOR DE MOVIMIENTO DIGITAL INFRARROJO DE ALTO RENDIMIENTO.;104;01 - DETECCION ROBO;0103 - DETECTORES                              ;0003 - PARADOX                                 ;
PG9920;0.00;REPETIDOR INALAMBRICO POWERG 915MHZ;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0001 - GENERICO                                ;
PGM4;2.00;MODULO DE EXPANSION DE 4 SALIDAS PGM;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
REM101;1.00;BOTON DE PANICO INALAMBRICO PARA CENTRALES_x000D_PARADOX;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
REM2;0.00;CONTROL REMOTO BIDIRECCIONAL MAGELLAN CON_x000D_ BOTONES CON LUZ DE FONDO PARA CENTRALES_x000D_ PARADOX;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
RTX3;0.00;MODULO DE EXPANSION INALAMBRICA DE 433MHZ;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
TK278;1.00;KIT TAMPER PARA CAJA METÁLICA PARA ALARMA. DETECTA APERTURA DE PUERTA O REMOCIÓN DE LA PARED;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
VDMP3;1.00;MODULO DE VOZ EXTERNO;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
ZX8SP;0.00;MODULO DE EXPANSION DE 8 ZONAS PARA CENTRALES SPECTRA;104;01 - DETECCION ROBO;0104 - MODULOS Y ACCESORIOS                    ;0003 - PARADOX                                 ;
19SIT2E202MB06L;10.00;PCORD 7A 2P TERA RJ45 2M AZ;104;05 - TRANSMISION;0503 - RACKS                                   ;0025 - SIEMON                                  ;
19SIT4AS01MB01L;3.00;P/CORD TERA 7A 4P TERA/RJ45 BLINDADO 1M BLANCO;104;05 - TRANSMISION;0503 - RACKS                                   ;0025 - SIEMON                                  ;
2X18;0.00;CABLE DUPLEX BLANCO 2X18 ECONOMICO;104;06 - ACCESORIOS;0603 - MATERIALES ELECTRICOS                   ;0001 - GENERICO                                ;
CONE0055;0.00;CABLE UTP CAT5 EXTERIOR ALEACION 305 MTS.;104;05 - TRANSMISION;0501 - CABLEADO                                ;0001 - GENERICO                                ;
LP4C6USRD2;6.00;PATCH CORD CAT 6 DE ALTA DENSIDAD SIN BLINDAR MULTIFILAR CHAQUETA ROJA CERTIFICADOS UL/ETL/CSA 2M;104;05 - TRANSMISION;0501 - CABLEADO                                ;0023 - LANPRO                                  ;
LPF13L10L1008L3M;1.00;PATCH CORD FBRA ÓPTICA SM G652 CONECTORES DUPLEX LC DUPLEX CHAQUETA AMARILLA 3.0 MM 10 GBIT LSZH 3M;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPF13L10S1027L3M;16.00;PATCH CORD FIBRA ÓPTICA SM G652 DUPLEX LC DUPLEX A SC SIMPLEX CHAQUETA AMARILLA 2.0 MM LSZH 3M;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPF1515S11;2.00;ADAPTADOR FIBRA ÓPTICA PARA CAJA LIU PUERTOS DUPLEX LC-LC MONOMODO, PRECIO POR UNIDAD;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPF1851IV;8.00;"ODF METÁLICO PARA F.O. DE 1U MONTABLE EN RACK DE 19"" HASTA 48 PUERTOS NO INCL. PANEL ADAPTADORES";104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPFLLCS13112;4.00;CONECTOR LC FUSIONLESS 2 PARA FIBRA MONOMODO PARA CABLES  0,9 Y 0,25MM COLOR AZUL.;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPFLSCS13112;10.00;CONECTOR SC FUSIONLESS PARA FIBRA MONOMODO_x000D_ G.652.D PARA CABLES 0.9MM Y 0.25MM COLOR AZUL;104;05 - TRANSMISION;0502 - FIBRA                                   ;0023 - LANPRO                                  ;
LPIBLNKWH;7.00;TAPA CIEGA DE COLOR BLANCO PARA CUBRIR ESPACIOS SIN USAR EN LOS FACEPLATES;104;05 - TRANSMISION;0503 - RACKS                                   ;0023 - LANPRO                                  ;
LPIP48FS;2.00;HERRAJE PARA 48 PUERTOS COMPLETAMENTE_x000D_BLINDADO NO INCLUYE MODULOS;104;05 - TRANSMISION;0503 - RACKS                                   ;0023 - LANPRO                                  ;
LPR707LS3151U;1.00;"BANDEJA DE 19"" DE ANCHO PROFUNDIDAD 315 MM ALTURA 1U PARA RACK ABIERTO SERIE 7000";104;05 - TRANSMISION;0503 - RACKS                                   ;0023 - LANPRO                                  ;
LPSRCABFSNP;4.00;JACK MODULAR CAT 6A RJ45 SERIE SIRIUS CON IDC DE 180° BLINDADO CON CUERPO NIQUELADO CERTIFICADO U;104;05 - TRANSMISION;0501 - CABLEADO                                ;0023 - LANPRO                                  ;
LPUALCD12APC;1.00;PANEL ADAPTADOR UNIFIBER™ PARA ODF METALICO CON 6 PIEZAS DE ADAPTADORES LC MONOMODO DUPLEX APC;104;06 - ACCESORIOS;0501 - CABLEADO                                ;0023 - LANPRO                                  ;
UTP6C-100EXT;0.00;Cable UTP Cat6 Ext, 100% Cobre, conductor 0.56mm, rollo 100mt;104;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0004 - LYNX                                    ;
UTP6C-EXT;0.00;Cable UTP Cat6 Ext, 100% Cobre, conductor 0.56mm, rollo 305mt;104;05 - TRANSMISION;0501 - CABLEADO                                ;0004 - LYNX                                    ;
DHI-VTH1560BW;1.00;INTERCOM INTERNO IP BLANCO CON PANTALLA TACTIL_x000D_DE 7” 800X480 SISTEMA OPERATIVO LINUX 12VDC;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DHI-VTH2421FB-P;1.00;"MONITOR IP CON PANTALLA DE 7"" LCD TÁCTIL, CAPACITIVA, PROCESADOR INTEGRADO DE ALTO RENDIMIENTO, H.264/G.711,AUDIO BIDIRECCIONAL";104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DHI-VTKB-VTO2000A-VTH1560BW;3.00;"KIT VPORTERO IP,SOBREPONER,LCD TACTIL 7"",1,3MP ,IP54/IK7,1/3"", 2,8MCMOS,H.264,AUD BIDIRECCIONAL";104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DHI-VTKB-VTO5000C-N-VTH1500AH;2.00;"KIT VIDEOPORTERO,ANALOGO 600TVL,SOBREPONER,LCD 7"",IP54,1/3"" CMOS,AUDIO BIDIRECCIONAL";104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DHI-VTK-VTO6210BW-VTH1550CH;1.00;"KIT VPORTERO,IP600TVL,SOBREPONER,LCD TACTIL 7"",1MP,IP65,1/4"" 3,6M,H.264,AUD BIDIRECCIONAL, 2 PUERTAS";104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DHI-VTNS1060A;4.00;SWITCH POE IP PARA MONITORES DAHUA, TENSIÓN 24V, CONSUMO MAX 45W;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DHI-VTO6210BW;0.00;"CÁMARA V.PORTERO,LENTE3,6MM,1/4"" CMOS, C/PUERTA, AUDIO BIDIRECCIONAL,LECTOR DE TARJETA, 10/100MBPS, SLOT SD, IP65, COLOR BLANCO,12VDC-600MA.";104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DHI-VTOF003;1.00;PANEL FRONTAL PARA 3 MÓDULOS.;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DS-KIS203;0.00;KIT ANALOGO VIDEOPORTERO INCLUYE ESTACION;104;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0002 - HIKVISION                               ;
VTO2000A-B5;3.00;MODULO DE 5 BOTONES PARA VTO2000A-C, ACERO INOXIDABLE, PROTECCION IP54, IK07  BOTONES MECANICOS.;104;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0010 - DAHUA                                   ;
